TIME,REAL 1,IMAGINARY 1,PHASE 1,SYSTEM PHASE 1,IMPEDANCE 1,REAL 2,IMAGINARY 2,PHASE 2,SYSTEM PHASE 2,IMPEDANCE 2,REAL 3,IMAGINARY 3,PHASE 3,SYSTEM PHASE 3,IMPEDANCE 3,REAL 4,IMAGINARY 4,PHASE 4,SYSTEM PHASE 4,IMPEDANCE 4,REAL 5,IMAGINARY 5,PHASE 5,SYSTEM PHASE 5,IMPEDANCE 5,REAL 6,IMAGINARY 6,PHASE 6,SYSTEM PHASE 6,IMPEDANCE 6,REAL 7,IMAGINARY 7,PHASE 7,SYSTEM PHASE 7,IMPEDANCE 7,REAL 8,IMAGINARY 8,PHASE 8,SYSTEM PHASE 8,IMPEDANCE 8,REAL 9,IMAGINARY 9,PHASE 9,SYSTEM PHASE 9,IMPEDANCE 9,REAL 10,IMAGINARY 10,PHASE 10,SYSTEM PHASE 10,IMPEDANCE 10,REAL 11,IMAGINARY 11,PHASE 11,SYSTEM PHASE 11,IMPEDANCE 11,REAL 12,IMAGINARY 12,PHASE 12,SYSTEM PHASE 12,IMPEDANCE 12,REAL 13,IMAGINARY 13,PHASE 13,SYSTEM PHASE 13,IMPEDANCE 13,REAL 14,IMAGINARY 14,PHASE 14,SYSTEM PHASE 14,IMPEDANCE 14,REAL 15,IMAGINARY 15,PHASE 15,SYSTEM PHASE 15,IMPEDANCE 15,REAL 16,IMAGINARY 16,PHASE 16,SYSTEM PHASE 16,IMPEDANCE 16,REAL 17,IMAGINARY 17,PHASE 17,SYSTEM PHASE 17,IMPEDANCE 17,REAL 18,IMAGINARY 18,PHASE 18,SYSTEM PHASE 18,IMPEDANCE 18,REAL 19,IMAGINARY 19,PHASE 19,SYSTEM PHASE 19,IMPEDANCE 19,REAL 20,IMAGINARY 20,PHASE 20,SYSTEM PHASE 20,IMPEDANCE 20,REAL 21,IMAGINARY 21,PHASE 21,SYSTEM PHASE 21,IMPEDANCE 21,REAL 22,IMAGINARY 22,PHASE 22,SYSTEM PHASE 22,IMPEDANCE 22,REAL 23,IMAGINARY 23,PHASE 23,SYSTEM PHASE 23,IMPEDANCE 23,REAL 24,IMAGINARY 24,PHASE 24,SYSTEM PHASE 24,IMPEDANCE 24,REAL 25,IMAGINARY 25,PHASE 25,SYSTEM PHASE 25,IMPEDANCE 25,REAL 26,IMAGINARY 26,PHASE 26,SYSTEM PHASE 26,IMPEDANCE 26,REAL 27,IMAGINARY 27,PHASE 27,SYSTEM PHASE 27,IMPEDANCE 27,REAL 28,IMAGINARY 28,PHASE 28,SYSTEM PHASE 28,IMPEDANCE 28
88.7,8844,-10672,-0.48,-0.88,3501.8,8904,-10624,-0.47,-0.87,3501.41,8939,-10652,-0.47,-0.87,3490.34,8854,-10092,-0.45,-0.85,3615.23,8616,-9770,-0.44,-0.85,3725.95,8305,-9303,-0.44,-0.84,3891.99,8266,-9138,-0.43,-0.84,3938.99,7939,-8800,-0.43,-0.84,4095.2,8274,-9256,-0.44,-0.84,3909.45,8311,-9232,-0.43,-0.84,3907.3,7933,-8839,-0.44,-0.84,4086.59,7533,-8689,-0.45,-0.86,4220.6,7243,-8181,-0.44,-0.85,4442.01,7311,-8282,-0.44,-0.85,4393.48,7356,-8300,-0.44,-0.85,4376.33,7359,-8301,-0.44,-0.85,4375.25,7836,-8796,-0.44,-0.84,4120.14,7800,-8853,-0.44,-0.85,4113.58,7851,-8632,-0.43,-0.83,4159.64,8017,-9166,-0.45,-0.85,3985.76,8095,-9447,-0.46,-0.86,3901.34,8406,-10157,-0.48,-0.88,3681.35,6881,-8322,-0.48,-0.88,4494.77,6333,-7510,-0.47,-0.87,4940.65,9913,-10139,-0.39,-0.8,3422.89,6314,-7307,-0.45,-0.86,5025.95,12550,-12728,-0.39,-0.79,2715.34,19214,4639,0.64,0.24,2455.52
88.89,8833,-10674,-0.48,-0.88,3503.18,8906,-10623,-0.47,-0.87,3501.28,8932,-10654,-0.47,-0.87,3491.09,8860,-10092,-0.45,-0.85,3614.16,8626,-9769,-0.44,-0.85,3724.28,8318,-9298,-0.44,-0.84,3890.45,8265,-9142,-0.43,-0.84,3938.26,7958,-8800,-0.43,-0.84,4090.81,8271,-9260,-0.44,-0.84,3909.15,8325,-9226,-0.43,-0.84,3905.76,7939,-8836,-0.44,-0.84,4085.98,7522,-8696,-0.45,-0.86,4221.3,7238,-8180,-0.44,-0.85,4443.67,7315,-8279,-0.44,-0.85,4393.32,7362,-8293,-0.44,-0.84,4376.82,7351,-8304,-0.44,-0.85,4376.45,7836,-8799,-0.44,-0.84,4119.35,7797,-8853,-0.44,-0.85,4114.27,7843,-8634,-0.43,-0.83,4161.03,8023,-9160,-0.45,-0.85,3985.94,8112,-9440,-0.46,-0.86,3899.53,8317,-10169,-0.48,-0.89,3694.6,6900,-8327,-0.48,-0.88,4488.13,6341,-7510,-0.47,-0.87,4938.06,9925,-10129,-0.39,-0.8,3422.59,6319,-7308,-0.45,-0.86,5023.86,12545,-12731,-0.39,-0.79,2715.55,19211,4645,0.64,0.24,2455.7
89.08,8819,-10673,-0.48,-0.88,3505.63,8913,-10620,-0.47,-0.87,3500.72,8918,-10657,-0.47,-0.87,3492.77,8856,-10085,-0.45,-0.85,3616.29,8615,-9772,-0.44,-0.85,3725.71,8314,-9296,-0.44,-0.84,3891.75,8251,-9150,-0.43,-0.84,3939.36,7965,-8798,-0.43,-0.84,4089.7,8279,-9263,-0.44,-0.84,3906.76,8315,-9231,-0.43,-0.84,3906.69,7929,-8831,-0.44,-0.84,4089.56,7526,-8694,-0.45,-0.86,4220.89,7252,-8175,-0.44,-0.85,4441.41,7306,-8282,-0.44,-0.85,4394.79,7359,-8296,-0.44,-0.85,4376.72,7351,-8304,-0.44,-0.85,4376.45,7839,-8796,-0.44,-0.84,4119.44,7803,-8853,-0.44,-0.85,4112.88,7851,-8630,-0.43,-0.83,4160.16,8035,-9162,-0.45,-0.85,3982.86,8162,-9438,-0.45,-0.86,3889.8,8226,-10174,-0.49,-0.89,3709.71,6886,-8324,-0.48,-0.88,4492.8,6341,-7507,-0.47,-0.87,4939.21,9929,-10132,-0.39,-0.8,3421.4,6330,-7304,-0.45,-0.86,5021.69,12588,-12700,-0.39,-0.79,2714.31,19213,4644,0.64,0.24,2455.49
89.27,8834,-10672,-0.48,-0.88,3503.41,8906,-10617,-0.47,-0.87,3502.44,8943,-10649,-0.47,-0.87,3490.27,8881,-10083,-0.44,-0.85,3612.25,8621,-9779,-0.44,-0.85,3723.08,8315,-9292,-0.44,-0.84,3892.47,8258,-9145,-0.43,-0.84,3939.05,7956,-8802,-0.43,-0.84,4090.76,8270,-9266,-0.44,-0.84,3907.95,8316,-9225,-0.43,-0.84,3907.88,7938,-8840,-0.44,-0.84,4085.18,7531,-8689,-0.45,-0.86,4221.08,7239,-8180,-0.44,-0.85,4443.4,7295,-8281,-0.44,-0.85,4397.99,7348,-8298,-0.44,-0.85,4379.01,7353,-8307,-0.44,-0.85,4375.04,7845,-8793,-0.44,-0.84,4118.83,7810,-8854,-0.44,-0.85,4111.01,7838,-8632,-0.43,-0.83,4162.75,8032,-9158,-0.45,-0.85,3984.49,8111,-9440,-0.46,-0.86,3899.73,8260,-10172,-0.48,-0.89,3704.09,6897,-8325,-0.48,-0.88,4489.56,6345,-7510,-0.47,-0.87,4936.76,9938,-10133,-0.39,-0.8,3419.71,6331,-7303,-0.45,-0.86,5021.74,12566,-12711,-0.39,-0.79,2715.47,19211,4647,0.64,0.24,2455.64
89.46,8829,-10671,-0.48,-0.88,3504.41,8911,-10615,-0.47,-0.87,3502.01,8927,-10652,-0.47,-0.87,3492.28,8865,-10084,-0.45,-0.85,3614.89,8622,-9774,-0.44,-0.85,3723.96,8323,-9298,-0.44,-0.84,3889.41,8263,-9144,-0.43,-0.84,3938.21,7968,-8795,-0.43,-0.83,4089.77,8278,-9273,-0.44,-0.84,3904.63,8313,-9225,-0.43,-0.84,3908.52,7918,-8840,-0.44,-0.84,4089.78,7527,-8694,-0.45,-0.86,4220.65,7257,-8176,-0.44,-0.84,4439.76,7296,-8280,-0.44,-0.85,4398.02,7352,-8296,-0.44,-0.85,4378.56,7347,-8307,-0.44,-0.85,4376.61,7843,-8796,-0.44,-0.84,4118.51,7808,-8855,-0.44,-0.85,4111.21,7841,-8633,-0.43,-0.83,4161.77,8014,-9162,-0.45,-0.85,3987.39,8097,-9439,-0.46,-0.86,3902.83,8228,-10170,-0.49,-0.89,3710.24,6913,-8324,-0.47,-0.88,4485.64,6355,-7510,-0.46,-0.87,4933.52,9934,-10133,-0.39,-0.8,3420.38,6330,-7303,-0.45,-0.86,5022.08,12568,-12707,-0.39,-0.79,2715.69,19215,4642,0.64,0.24,2455.31
89.65,8829,-10671,-0.48,-0.88,3504.41,8914,-10615,-0.47,-0.87,3501.53,8917,-10661,-0.47,-0.87,3492.16,8874,-10081,-0.45,-0.85,3613.9,8611,-9779,-0.45,-0.85,3724.97,8311,-9293,-0.44,-0.84,3893.07,8257,-9150,-0.43,-0.84,3938.07,7942,-8799,-0.43,-0.84,4094.76,8289,-9260,-0.44,-0.84,3905.37,8306,-9236,-0.43,-0.84,3907.42,7933,-8840,-0.44,-0.84,4086.33,7524,-8694,-0.45,-0.86,4221.38,7273,-8170,-0.44,-0.84,4437.27,7289,-8281,-0.45,-0.85,4399.57,7357,-8296,-0.44,-0.85,4377.25,7360,-8302,-0.44,-0.85,4374.69,7848,-8794,-0.44,-0.84,4117.87,7799,-8858,-0.45,-0.85,4112.5,7839,-8634,-0.43,-0.83,4161.99,8043,-9157,-0.45,-0.85,3982.36,8103,-9434,-0.46,-0.86,3902.8,8212,-10167,-0.49,-0.89,3713.76,6891,-8328,-0.48,-0.88,4490.19,6375,-7506,-0.46,-0.87,4928.57,9930,-10139,-0.39,-0.8,3420.02,6305,-7308,-0.46,-0.86,5028.62,12603,-12686,-0.38,-0.79,2714.22,19213,4643,0.64,0.24,2455.52
89.84,8827,-10669,-0.48,-0.88,3505.12,8907,-10621,-0.47,-0.87,3501.5,8925,-10650,-0.47,-0.87,3492.99,8872,-10090,-0.45,-0.85,3612.44,8616,-9779,-0.44,-0.85,3724.02,8326,-9297,-0.44,-0.84,3889.02,8260,-9146,-0.43,-0.84,3938.38,7952,-8802,-0.43,-0.84,4091.68,8278,-9276,-0.44,-0.84,3903.93,8319,-9227,-0.43,-0.84,3906.79,7930,-8839,-0.44,-0.84,4087.28,7520,-8697,-0.45,-0.86,4221.5,7272,-8168,-0.44,-0.84,4438.14,7295,-8278,-0.44,-0.85,4398.89,7339,-8301,-0.44,-0.85,4380.48,7354,-8305,-0.44,-0.85,4375.37,7853,-8798,-0.44,-0.84,4115.66,7812,-8855,-0.44,-0.85,4110.29,7840,-8635,-0.43,-0.83,4161.48,8028,-9162,-0.45,-0.85,3984.37,8104,-9441,-0.46,-0.86,3900.93,8213,-10143,-0.49,-0.89,3718.89,6895,-8322,-0.48,-0.88,4491.05,6364,-7510,-0.46,-0.87,4930.61,9959,-10121,-0.39,-0.79,3418.22,6303,-7305,-0.46,-0.86,5030.49,12550,-12723,-0.39,-0.79,2715.89,19214,4640,0.64,0.24,2455.49
90.03,8846,-10670,-0.47,-0.88,3501.86,8894,-10626,-0.47,-0.87,3502.64,8934,-10650,-0.47,-0.87,3491.53,8877,-10086,-0.45,-0.85,3612.36,8620,-9775,-0.44,-0.85,3724.13,8320,-9288,-0.44,-0.84,3892.36,8263,-9150,-0.43,-0.84,3936.79,7924,-8802,-0.43,-0.84,4098.16,8294,-9272,-0.44,-0.84,3901.52,8320,-9227,-0.43,-0.84,3906.58,7928,-8837,-0.44,-0.84,4088.25,7520,-8693,-0.45,-0.86,4222.61,7255,-8178,-0.44,-0.85,4439.69,7288,-8284,-0.45,-0.85,4398.93,7337,-8300,-0.44,-0.85,4381.3,7350,-8306,-0.44,-0.85,4376.12,7845,-8796,-0.44,-0.84,4118.04,7802,-8858,-0.44,-0.85,4111.81,7843,-8631,-0.43,-0.83,4161.82,8014,-9164,-0.45,-0.85,3986.9,8085,-9441,-0.46,-0.86,3904.81,8272,-10173,-0.48,-0.89,3701.74,6881,-8323,-0.48,-0.88,4494.44,6365,-7508,-0.46,-0.87,4931.05,9948,-10133,-0.39,-0.79,3418.02,6290,-7311,-0.46,-0.86,5032.54,12571,-12700,-0.39,-0.79,2716.13,19211,4644,0.64,0.24,2455.73
90.22,8834,-10671,-0.48,-0.88,3503.6,8910,-10622,-0.47,-0.87,3500.82,8943,-10652,-0.47,-0.87,3489.7,8882,-10079,-0.44,-0.85,3612.88,8617,-9764,-0.44,-0.85,3727.05,8322,-9289,-0.44,-0.84,3891.71,8256,-9150,-0.43,-0.84,3938.29,7923,-8803,-0.43,-0.84,4098.13,8308,-9265,-0.44,-0.84,3900.22,8310,-9240,-0.43,-0.84,3905.64,7925,-8840,-0.44,-0.84,4088.17,7534,-8689,-0.45,-0.86,4220.36,7248,-8180,-0.44,-0.85,4440.97,7273,-8283,-0.45,-0.85,4403.19,7334,-8299,-0.44,-0.85,4382.38,7357,-8304,-0.44,-0.85,4374.88,7845,-8800,-0.44,-0.84,4117,7808,-8858,-0.44,-0.85,4110.43,7854,-8631,-0.43,-0.83,4159.18,8018,-9166,-0.45,-0.85,3985.54,8072,-9439,-0.46,-0.86,3907.94,8327,-10162,-0.48,-0.88,3694.34,6871,-8324,-0.48,-0.88,4496.78,6360,-7508,-0.46,-0.87,4932.67,9986,-10115,-0.39,-0.79,3414.69,6298,-7309,-0.46,-0.86,5030.61,12593,-12689,-0.39,-0.79,2714.96,19215,4637,0.64,0.24,2455.45
90.41,8833,-10673,-0.48,-0.88,3503.37,8903,-10625,-0.47,-0.87,3501.38,8933,-10658,-0.47,-0.87,3490.16,8868,-10086,-0.45,-0.85,3613.95,8617,-9778,-0.44,-0.85,3724.05,8305,-9301,-0.44,-0.84,3892.46,8255,-9151,-0.43,-0.84,3938.26,7932,-8800,-0.43,-0.84,4096.82,8307,-9265,-0.44,-0.84,3900.43,8311,-9238,-0.43,-0.84,3905.9,7920,-8835,-0.44,-0.84,4090.6,7522,-8695,-0.45,-0.86,4221.58,7261,-8176,-0.44,-0.84,4438.68,7272,-8287,-0.45,-0.85,4402.25,7339,-8299,-0.44,-0.85,4381.07,7362,-8300,-0.44,-0.85,4374.76,7857,-8798,-0.44,-0.84,4114.73,7807,-8860,-0.44,-0.85,4110.13,7841,-8636,-0.43,-0.83,4160.98,8015,-9164,-0.45,-0.85,3986.68,8072,-9444,-0.46,-0.86,3906.75,8355,-10162,-0.48,-0.88,3689.35,6871,-8327,-0.48,-0.88,4495.81,6358,-7507,-0.46,-0.87,4933.7,9981,-10120,-0.39,-0.79,3414.68,6309,-7304,-0.45,-0.86,5028.84,12553,-12716,-0.39,-0.79,2716.32,19212,4646,0.64,0.24,2455.55
90.6,8820,-10674,-0.48,-0.88,3505.28,8892,-10630,-0.47,-0.87,3502.19,8926,-10655,-0.47,-0.87,3491.86,8876,-10085,-0.45,-0.85,3612.74,8612,-9776,-0.44,-0.85,3725.42,8313,-9294,-0.44,-0.84,3892.42,8250,-9154,-0.43,-0.84,3938.62,7925,-8799,-0.43,-0.84,4098.7,8331,-9260,-0.43,-0.84,3896.58,8327,-9229,-0.43,-0.84,3904.63,7925,-8839,-0.44,-0.84,4088.43,7520,-8696,-0.45,-0.86,4221.78,7247,-8177,-0.44,-0.85,4442.15,7276,-8288,-0.45,-0.85,4400.9,7324,-8301,-0.44,-0.85,4384.41,7353,-8305,-0.44,-0.85,4375.63,7856,-8795,-0.44,-0.84,4115.75,7800,-8861,-0.45,-0.85,4111.48,7842,-8635,-0.43,-0.83,4161,8023,-9163,-0.45,-0.85,3985.2,8090,-9448,-0.46,-0.86,3902.12,8249,-10172,-0.49,-0.89,3706.05,6886,-8324,-0.48,-0.88,4492.8,6354,-7509,-0.46,-0.87,4934.23,9951,-10133,-0.39,-0.79,3417.51,6295,-7311,-0.46,-0.86,5030.84,12556,-12709,-0.39,-0.79,2716.76,19213,4643,0.64,0.24,2455.52
90.79,8835,-10670,-0.48,-0.88,3503.64,8914,-10612,-0.47,-0.87,3502.11,8938,-10644,-0.47,-0.87,3492.04,8884,-10077,-0.44,-0.85,3612.93,8601,-9772,-0.45,-0.85,3728.36,8311,-9302,-0.44,-0.84,3890.98,8237,-9155,-0.43,-0.84,3941.17,7933,-8802,-0.43,-0.84,4096.08,8311,-9265,-0.44,-0.84,3899.6,8312,-9233,-0.43,-0.84,3906.86,7927,-8838,-0.44,-0.84,4088.22,7523,-8694,-0.45,-0.86,4221.62,7249,-8174,-0.44,-0.85,4442.53,7292,-8283,-0.45,-0.85,4398.18,7336,-8301,-0.44,-0.85,4381.27,7343,-8306,-0.44,-0.85,4377.95,7845,-8802,-0.44,-0.84,4116.48,7795,-8862,-0.45,-0.85,4112.37,7842,-8634,-0.43,-0.83,4161.27,8022,-9164,-0.45,-0.85,3985.17,8110,-9444,-0.46,-0.86,3898.99,8262,-10172,-0.48,-0.89,3703.74,6874,-8326,-0.48,-0.88,4495.34,6343,-7510,-0.47,-0.87,4937.41,9933,-10140,-0.39,-0.8,3419.35,6293,-7311,-0.46,-0.86,5031.52,12594,-12686,-0.39,-0.79,2715.18,19214,4636,0.64,0.24,2455.6
90.97,8821,-10680,-0.48,-0.88,3503.94,8902,-10619,-0.47,-0.87,3502.7,8919,-10658,-0.47,-0.87,3492.41,8878,-10086,-0.45,-0.85,3612.18,8614,-9773,-0.44,-0.85,3725.69,8321,-9295,-0.44,-0.84,3890.53,8249,-9151,-0.43,-0.84,3939.55,7967,-8792,-0.43,-0.83,4090.77,8288,-9277,-0.44,-0.84,3901.6,8314,-9234,-0.43,-0.84,3906.2,7917,-8838,-0.44,-0.84,4090.52,7534,-8690,-0.45,-0.86,4220.08,7246,-8177,-0.44,-0.85,4442.42,7318,-8277,-0.44,-0.85,4393.12,7337,-8298,-0.44,-0.85,4381.89,7341,-8307,-0.44,-0.85,4378.18,7860,-8794,-0.44,-0.84,4115.08,7814,-8856,-0.44,-0.85,4109.57,7834,-8637,-0.43,-0.83,4162.39,8022,-9168,-0.45,-0.85,3984.19,8101,-9447,-0.46,-0.86,3900.11,8336,-10169,-0.48,-0.88,3691.21,6884,-8324,-0.48,-0.88,4493.33,6351,-7509,-0.46,-0.87,4935.2,9930,-10142,-0.39,-0.8,3419.51,6303,-7308,-0.46,-0.86,5029.3,12573,-12702,-0.39,-0.79,2715.7,19213,4638,0.64,0.24,2455.67
91.16,8829,-10670,-0.48,-0.88,3504.6,8902,-10625,-0.47,-0.87,3501.54,8916,-10658,-0.47,-0.87,3492.9,8885,-10077,-0.44,-0.85,3612.75,8607,-9765,-0.44,-0.85,3728.73,8324,-9285,-0.44,-0.84,3892.23,8245,-9153,-0.43,-0.84,3939.93,7930,-8797,-0.43,-0.84,4098.06,8301,-9261,-0.44,-0.84,3902.62,8321,-9236,-0.43,-0.84,3904.26,7917,-8838,-0.44,-0.84,4090.52,7527,-8695,-0.45,-0.86,4220.38,7244,-8171,-0.44,-0.85,4444.79,7299,-8282,-0.44,-0.85,4396.64,7342,-8295,-0.44,-0.85,4381.47,7337,-8310,-0.44,-0.85,4378.34,7848,-8798,-0.44,-0.84,4116.83,7818,-8856,-0.44,-0.85,4108.65,7837,-8636,-0.43,-0.83,4161.94,8029,-9164,-0.45,-0.85,3983.66,8088,-9445,-0.46,-0.86,3903.24,8341,-10164,-0.48,-0.88,3691.41,6901,-8325,-0.47,-0.88,4488.5,6359,-7508,-0.46,-0.87,4932.99,9921,-10149,-0.39,-0.8,3419.82,6302,-7309,-0.46,-0.86,5029.25,12569,-12701,-0.39,-0.79,2716.23,19211,4644,0.64,0.24,2455.73
91.35,8833,-10675,-0.48,-0.88,3502.99,8900,-10624,-0.47,-0.87,3502.06,8939,-10646,-0.47,-0.87,3491.5,8890,-10079,-0.44,-0.85,3611.46,8632,-9756,-0.44,-0.85,3725.93,8322,-9289,-0.44,-0.84,3891.71,8247,-9149,-0.43,-0.84,3940.45,7929,-8802,-0.43,-0.84,4097,8294,-9275,-0.44,-0.84,3900.82,8321,-9234,-0.43,-0.84,3904.73,7916,-8843,-0.44,-0.84,4089.47,7538,-8689,-0.45,-0.86,4219.4,7241,-8174,-0.44,-0.85,4444.68,7306,-8279,-0.44,-0.85,4395.69,7350,-8298,-0.44,-0.85,4378.49,7333,-8309,-0.44,-0.85,4379.68,7858,-8795,-0.44,-0.84,4115.28,7819,-8858,-0.44,-0.85,4107.89,7826,-8639,-0.43,-0.83,4163.78,8022,-9167,-0.45,-0.85,3984.43,8132,-9444,-0.46,-0.86,3894.5,8243,-10174,-0.49,-0.89,3706.68,6883,-8330,-0.48,-0.88,4491.67,6359,-7511,-0.46,-0.87,4931.84,9945,-10138,-0.39,-0.8,3417.67,6283,-7313,-0.46,-0.86,5034.13,12568,-12707,-0.39,-0.79,2715.69,19213,4638,0.64,0.24,2455.67
91.54,8855,-10665,-0.47,-0.88,3501.38,8910,-10617,-0.47,-0.87,3501.79,8927,-10650,-0.47,-0.87,3492.66,8884,-10086,-0.44,-0.85,3611.11,8635,-9754,-0.44,-0.85,3725.78,8331,-9285,-0.44,-0.84,3890.77,8256,-9146,-0.43,-0.84,3939.24,7931,-8801,-0.43,-0.84,4096.8,8285,-9265,-0.44,-0.84,3905.04,8317,-9245,-0.43,-0.84,3903,7921,-8838,-0.44,-0.84,4089.6,7535,-8693,-0.45,-0.86,4219.01,7244,-8171,-0.44,-0.85,4444.79,7307,-8280,-0.44,-0.85,4395.13,7337,-8300,-0.44,-0.85,4381.3,7349,-8305,-0.44,-0.85,4376.68,7839,-8803,-0.44,-0.84,4117.61,7813,-8860,-0.44,-0.85,4108.75,7837,-8635,-0.43,-0.83,4162.2,8011,-9167,-0.45,-0.85,3986.8,8139,-9444,-0.46,-0.86,3893.07,8299,-10172,-0.48,-0.89,3697.15,6906,-8324,-0.47,-0.88,4487.5,6361,-7506,-0.46,-0.87,4933.11,9926,-10148,-0.39,-0.8,3419.15,6280,-7311,-0.46,-0.86,5035.95,12534,-12723,-0.39,-0.79,2717.59,19212,4641,0.64,0.24,2455.7
91.73,8812,-10672,-0.48,-0.88,3506.96,8885,-10629,-0.47,-0.87,3503.52,8933,-10650,-0.47,-0.87,3491.69,8872,-10088,-0.45,-0.85,3612.84,8624,-9753,-0.44,-0.85,3728.09,8318,-9293,-0.44,-0.84,3891.62,8242,-9147,-0.43,-0.84,3942,7930,-8795,-0.43,-0.84,4098.57,8295,-9273,-0.44,-0.84,3901.07,8313,-9234,-0.43,-0.84,3906.41,7932,-8828,-0.44,-0.84,4089.64,7519,-8697,-0.45,-0.86,4221.74,7247,-8169,-0.44,-0.85,4444.59,7301,-8283,-0.44,-0.85,4395.81,7337,-8299,-0.44,-0.85,4381.6,7340,-8306,-0.44,-0.85,4378.74,7841,-8799,-0.44,-0.84,4118.19,7819,-8860,-0.44,-0.85,4107.37,7846,-8635,-0.43,-0.83,4160.04,8012,-9165,-0.45,-0.85,3987.08,8101,-9450,-0.46,-0.86,3899.4,8341,-10167,-0.48,-0.88,3690.76,6882,-8330,-0.48,-0.88,4491.94,6361,-7506,-0.46,-0.87,4933.11,9965,-10130,-0.39,-0.79,3415.67,6279,-7314,-0.46,-0.86,5035.1,12574,-12700,-0.39,-0.79,2715.81,19211,4644,0.64,0.24,2455.73
91.92,8828,-10670,-0.48,-0.88,3504.77,8908,-10613,-0.47,-0.87,3502.89,8925,-10655,-0.47,-0.87,3492.02,8864,-10087,-0.45,-0.85,3614.46,8624,-9759,-0.44,-0.85,3726.8,8322,-9299,-0.44,-0.84,3889.39,8254,-9138,-0.43,-0.84,3941.57,7906,-8798,-0.43,-0.84,4103.36,8315,-9274,-0.44,-0.84,3896.66,8315,-9238,-0.43,-0.84,3905.06,7937,-8832,-0.43,-0.84,4087.46,7529,-8692,-0.45,-0.86,4220.73,7232,-8176,-0.44,-0.85,4446.5,7311,-8279,-0.44,-0.85,4394.37,7346,-8297,-0.44,-0.85,4379.83,7342,-8305,-0.44,-0.85,4378.51,7836,-8804,-0.44,-0.84,4118.05,7813,-8861,-0.44,-0.85,4108.49,7843,-8634,-0.43,-0.83,4161.03,8027,-9162,-0.45,-0.85,3984.59,8088,-9447,-0.46,-0.86,3902.76,8427,-10156,-0.47,-0.88,3677.82,6877,-8328,-0.48,-0.88,4493.9,6344,-7511,-0.47,-0.87,4936.7,9948,-10136,-0.39,-0.79,3417.51,6283,-7313,-0.46,-0.86,5034.13,12534,-12728,-0.39,-0.79,2717.05,19213,4645,0.64,0.24,2455.46
92.11,8845,-10662,-0.47,-0.88,3503.58,8902,-10620,-0.47,-0.87,3502.51,8930,-10656,-0.47,-0.87,3491.02,8877,-10080,-0.44,-0.85,3613.57,8619,-9749,-0.44,-0.85,3729.89,8327,-9287,-0.44,-0.84,3891.14,8256,-9140,-0.43,-0.84,3940.66,7922,-8793,-0.43,-0.84,4100.94,8302,-9269,-0.44,-0.84,3900.55,8306,-9239,-0.43,-0.84,3906.72,7928,-8836,-0.44,-0.84,4088.51,7525,-8693,-0.45,-0.86,4221.41,7229,-8176,-0.44,-0.85,4447.31,7297,-8284,-0.44,-0.85,4396.57,7345,-8299,-0.44,-0.85,4379.5,7341,-8307,-0.44,-0.85,4378.18,7850,-8800,-0.44,-0.84,4115.84,7810,-8862,-0.44,-0.85,4108.92,7843,-8634,-0.43,-0.83,4161.03,8026,-9166,-0.45,-0.85,3983.82,8116,-9448,-0.46,-0.86,3896.81,8400,-10159,-0.48,-0.88,3681.98,6889,-8328,-0.48,-0.88,4490.72,6344,-7509,-0.47,-0.87,4937.47,9960,-10134,-0.39,-0.79,3415.83,6291,-7312,-0.46,-0.86,5031.81,12568,-12706,-0.39,-0.79,2715.8,19210,4642,0.64,0.24,2455.91
92.3,8848,-10666,-0.47,-0.88,3502.32,8924,-10606,-0.47,-0.87,3501.64,8926,-10651,-0.47,-0.87,3492.63,8882,-10088,-0.45,-0.85,3611.06,8615,-9760,-0.44,-0.85,3728.29,8336,-9294,-0.44,-0.84,3887.64,8245,-9152,-0.43,-0.84,3940.17,7908,-8796,-0.43,-0.84,4103.41,8297,-9274,-0.44,-0.84,3900.42,8314,-9248,-0.43,-0.84,3902.93,7936,-8838,-0.44,-0.84,4086.15,7521,-8695,-0.45,-0.86,4221.82,7230,-8177,-0.44,-0.85,4446.74,7304,-8280,-0.44,-0.85,4395.92,7330,-8301,-0.44,-0.85,4382.84,7344,-8306,-0.44,-0.85,4377.69,7842,-8802,-0.44,-0.84,4117.18,7802,-8864,-0.45,-0.85,4110.24,7834,-8636,-0.43,-0.83,4162.66,8033,-9162,-0.45,-0.85,3983.29,8110,-9448,-0.46,-0.86,3898.04,8319,-10171,-0.48,-0.89,3693.8,6887,-8329,-0.48,-0.88,4490.93,6342,-7510,-0.47,-0.87,4937.73,9969,-10129,-0.39,-0.79,3415.17,6316,-7306,-0.45,-0.86,5025.67,12580,-12698,-0.39,-0.79,2715.38,19213,4639,0.64,0.24,2455.64
